"","Age","Gender","Country","state","family_history","self_employed","remote_work","tech_company","care_options","wellness_program","seek_help","anonymity","leave","treatment","benefits","supervisor","mental_health_interview","mental_health_consequence","phys_health_interview","mental_vs_physical","obs_consequence"
"812",34,"Male","United States","TX","No","No","No","Yes","No","No","No","Don't know","Don't know","Yes","No","No","No","Yes","Yes","Don't know","No"
"813",44,"Male","United Kingdom",NA,"Yes","No","No","No","No","No","No","Don't know","Somewhat difficult","Yes","Don't know","Yes","No","Maybe","Maybe","No","Yes"
"814",24,"Female","United States","NY","Yes","No","No","Yes","Yes","No","No","Yes","Very easy","Yes","Yes","Yes","No","No","Yes","No","Yes"
"815",47,"Female","United States","PA","No","No","Yes","Yes","No","No","Don't know","Don't know","Very difficult","No","Don't know","No","No","Yes","No","No","No"
"816",43,"Male","United Kingdom",NA,"Yes","No","No","No","No","No","No","Don't know","Very easy","No","Don't know","Yes","No","Maybe","Maybe","Don't know","No"
"817",36,"Male","United States","PA","No","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","No","Yes","Yes","No","No","No","No","No"
"818",43,"Male","United States","GA","No","No","No","No","No","No","Don't know","Don't know","Very difficult","Yes","Don't know","Yes","No","Maybe","No","Don't know","No"
"819",36,"Male","United Kingdom",NA,"No","Yes","Yes","Yes","No","No","No","Don't know","Somewhat difficult","No","No","Yes","No","No","Maybe","Don't know","Yes"
"820",31,"Female","United States","NY","Yes","No","No","Yes","Yes","No","No","Don't know","Somewhat difficult","Yes","Yes","Yes","Maybe","No","Maybe","Don't know","No"
"821",35,"Male","United States","CA","No","No","No","Yes","Not sure","Yes","Don't know","Don't know","Don't know","No","Don't know","No","No","Maybe","No","Don't know","No"
"822",33,"Male","United States","TN","Yes","No","No","No","No","No","No","Yes","Somewhat difficult","No","Yes","Some of them","No","No","No","Don't know","No"
"823",37,"Male","Italy",NA,"No","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","No","No","Yes","No","No","No"
"824",34,"Male","United States","TN","No","No","No","Yes","No","Yes","Don't know","Yes","Don't know","Yes","Don't know","No","No","Maybe","No","Don't know","No"
"825",36,"Male","Netherlands",NA,"No","Yes","No","Yes","No","No","No","Don't know","Very easy","Yes","No","No","No","No","No","Yes","No"
"826",40,"Male","United States","TN","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","Yes","No","Yes","No","No","No","Yes","No"
"827",40,"Male","United States","IL","No","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","Yes","Some of them","No","No","Maybe","Don't know","No"
"828",42,"Male","United States","WI","No","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Yes","No","No","No","Maybe","Maybe","Don't know","No"
"829",23,"Male","United States","KY","Yes","No","Yes","Yes","Yes","No","Don't know","Yes","Don't know","No","Yes","Some of them","No","Maybe","No","Don't know","No"
"830",21,"Male","United Kingdom",NA,"Yes","No","No","No","No","No","No","Yes","Somewhat easy","No","No","Some of them","No","Maybe","Maybe","Don't know","No"
"831",26,"Male","Canada",NA,"No","No","Yes","Yes","No","No","No","Don't know","Very difficult","No","No","Some of them","No","Yes","Maybe","Don't know","No"
"832",31,"Male","United States",NA,"Yes","No","No","Yes","Not sure","No","No","Don't know","Don't know","No","Don't know","Some of them","No","Maybe","No","Don't know","No"
"833",25,"Male","United States","CA","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","Yes","Yes","Maybe","No","Yes","Yes","No"
"834",51,"Male","United States","MN","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","Yes","Yes","No","No","No","Yes","No"
"835",24,"Male","United States","TN","No","No","No","Yes","Not sure","Don't know","No","Yes","Somewhat easy","No","Don't know","Yes","No","No","Maybe","Don't know","No"
"836",33,"Male","United States","MN","No","No","No","Yes","No","No","No","Don't know","Don't know","No","No","Yes","No","Maybe","No","No","No"
"837",32,"Male","United Kingdom",NA,"Yes","No","No","No","No","No","No","No","Don't know","Yes","No","No","No","Yes","No","No","No"
"838",32,"Male","United Kingdom",NA,"Yes","No","No","No","No","No","No","No","Don't know","Yes","No","No","No","Yes","No","No","No"
"839",26,"Male","United Kingdom",NA,"No","Yes","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Somewhat difficult","Yes","No","Yes","Maybe","No","Maybe","Yes","No"
"840",23,"Male","United States","IL","No","No","No","No","No","Don't know","Don't know","Don't know","Don't know","No","Don't know","Some of them","Maybe","Maybe","Maybe","Don't know","No"
"841",33,"Male","United States","TN","Yes","No","Yes","Yes","Yes","No","No","Don't know","Very difficult","Yes","No","Yes","No","Yes","Maybe","No","No"
"842",46,"Male","United States","IL","No","No","No","No","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Yes","No","No","Yes","Maybe","Yes","No"
"843",34,"Male","United Kingdom",NA,"No","No","Yes","Yes","No","No","No","No","Somewhat difficult","No","No","No","No","Yes","Yes","No","Yes"
"844",35,"Male","United States","DC","Yes","No","No","Yes","Yes","No","No","Don't know","Somewhat easy","Yes","Yes","Some of them","No","Maybe","No","Don't know","No"
"845",39,"Male","United States","KS","No","No","Yes","Yes","Yes","No","No","Don't know","Very difficult","No","No","Yes","Maybe","Maybe","Maybe","No","No"
"846",32,"Male","Germany",NA,"No","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Maybe","No","Maybe","No","No"
"847",43,"Male","Mexico",NA,"No","Yes","Yes","Yes","No","No","Don't know","Don't know","Don't know","No","Don't know","Yes","No","No","Maybe","Don't know","No"
"848",56,"Male","United States","CA","No","No","Yes","Yes","Yes","Don't know","Yes","Yes","Somewhat easy","Yes","Yes","Yes","Yes","No","Yes","Yes","No"
"849",32,"Female","United Kingdom",NA,"Yes","No","No","Yes","No","No","No","Don't know","Somewhat difficult","Yes","Don't know","Some of them","No","Maybe","Yes","Don't know","Yes"
"850",41,"Male","United Kingdom",NA,"No","No","No","No","Yes","Yes","Yes","Yes","Don't know","No","Yes","Some of them","No","Maybe","Yes","No","Yes"
"851",39,"Male","United States","TN","No","No","Yes","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Yes","No","No","No","Don't know","No"
"852",37,"Male","United States","OK","Yes","No","No","No","Yes","No","No","Yes","Very easy","No","Yes","No","No","Maybe","No","No","No"
"853",30,"Male","United States","CA","Yes","Yes","Yes","Yes","Not sure","No","Don't know","Don't know","Very difficult","Yes","Don't know","No","No","Yes","Maybe","Don't know","No"
"854",31,"Male","United States","TN","No","No","No","Yes","No","Yes","No","Yes","Somewhat easy","No","Yes","Some of them","No","Maybe","Maybe","No","No"
"855",29,"Male","United States","TX","No","No","No","No","Not sure","No","Don't know","Don't know","Don't know","No","Don't know","Some of them","No","Maybe","Maybe","Don't know","No"
"856",23,"Female","United Kingdom",NA,"Yes","No","No","No","No","No","Yes","Don't know","Somewhat easy","No","No","No","No","Yes","Maybe","Don't know","No"
"857",31,"Male","United States","CO","No","No","No","Yes","Yes","No","Don't know","Yes","Very easy","Yes","Yes","No","No","Maybe","No","Don't know","No"
"858",29,"Male","United States","TN","Yes","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","No","Maybe","No","Yes","No"
"859",30,"Male","United States","GA","No","No","Yes","Yes","Yes","Don't know","Don't know","Yes","Very easy","No","Yes","Yes","Maybe","No","Maybe","Yes","No"
"860",37,"Male","United States","TN","No","No","Yes","Yes","No","Yes","Don't know","Don't know","Don't know","No","Yes","Yes","No","Maybe","No","Yes","Yes"
"861",36,"Male","United States","VA","No","Yes","No","Yes","No","No","Don't know","Don't know","Somewhat difficult","No","Yes","Yes","Yes","No","Yes","Yes","No"
"862",35,"Male","United States","TN","Yes","No","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Yes","Yes","No","No","Maybe","Maybe","No","No"
"863",41,"Male","United States","DC","Yes","No","Yes","No","No","No","No","Don't know","Don't know","No","Don't know","No","No","Maybe","No","Don't know","No"
"864",31,"Male","United Kingdom",NA,"No","No","No","Yes","Not sure","No","No","Don't know","Don't know","Yes","Don't know","Yes","No","No","No","Don't know","No"
"865",38,"Male","United Kingdom",NA,"Yes","No","No","No","Yes","Yes","Yes","Don't know","Somewhat easy","No","Yes","Yes","No","No","Maybe","No","No"
"866",26,"Male","India",NA,"No","Yes","No","Yes","No","No","No","Yes","Very easy","No","No","Yes","No","No","No","Yes","No"
"867",39,"Male","United States","TN","Yes","No","No","Yes","No","Yes","Yes","Don't know","Don't know","No","Yes","Yes","Maybe","Maybe","Maybe","Don't know","Yes"
"868",42,"Male","United States","VA","Yes","Yes","Yes","No","Not sure","Don't know","Yes","Don't know","Don't know","No","Yes","No","No","Maybe","Maybe","Don't know","No"
"869",32,"Male","United States","TN","Yes","Yes","Yes","Yes","Yes","No","No","Don't know","Very difficult","Yes","No","No","No","Yes","Maybe","Don't know","No"
"870",29,"Male","United States","TN","Yes","No","No","Yes","Not sure","Don't know","Don't know","Don't know","Don't know","No","Don't know","Yes","No","No","No","Don't know","No"
"871",30,"Male","United States","TN","Yes","No","No","Yes","No","Don't know","Yes","Don't know","Very difficult","No","Yes","No","Maybe","Yes","Maybe","No","No"
"872",40,"Male","United States","TN","Yes","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Don't know","Some of them","No","Maybe","Yes","Don't know","No"
"873",51,"Male","United States","TN","No","No","No","No","Not sure","No","Don't know","Don't know","Somewhat difficult","No","Don't know","Yes","No","No","No","Don't know","No"
"874",33,"Male","United States","IN","No","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Yes","Yes","No","No","No","Yes","No"
"875",34,"Male","Germany",NA,"No","Yes","Yes","Yes","Not sure","No","No","Yes","Somewhat difficult","Yes","No","Some of them","No","Maybe","No","Don't know","No"
"876",50,"Male","United States","VA","No","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","No","No","Yes","No","No","Maybe","Yes","No"
"877",24,"Male","United States","TX","No","No","Yes","Yes","No","No","Don't know","Don't know","Somewhat easy","No","Don't know","Yes","No","No","Maybe","No","No"
"878",25,"Male","United States","TX","Yes","No","No","No","No","No","No","Don't know","Don't know","Yes","No","No","No","Yes","Maybe","No","No"
"879",43,"Male","United Kingdom",NA,"Yes","No","No","Yes","No","No","No","Don't know","Very difficult","Yes","No","No","No","Yes","No","No","Yes"
"880",25,"Female","United States","CA","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Very easy","Yes","Yes","Some of them","No","Maybe","No","Yes","Yes"
"881",24,"Male","United Kingdom",NA,"No","Yes","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","No","No","No","Maybe","Yes","No"
"882",51,"Male","United States","CO","No","Yes","No","Yes","Yes","No","No","Yes","Somewhat difficult","No","No","Some of them","Maybe","No","Maybe","Don't know","No"
"883",49,"Male","United States","OR","Yes","No","No","Yes","Yes","No","Yes","Yes","Somewhat difficult","Yes","Yes","No","No","Yes","Maybe","No","Yes"
"884",30,"Male","United States","OK","No","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","No","Yes","No","No","Yes","No","Don't know","No"
"885",25,"Female","United States","OH","Yes","No","No","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","No","No","Yes","No","No","No"
"886",36,"Male","United States","TN","No","No","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Yes","Yes","No","No","Maybe","Maybe","Don't know","No"
"887",48,"Male","United States","VA","No","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Yes","No","Maybe","Maybe","Yes","Yes"
"888",48,"Male","Australia",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat easy","Yes","No","No","No","Yes","Maybe","No","Yes"
"889",53,"Male","United States","OR","No","No","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Yes","Yes","No","No","Maybe","No","Don't know","No"
"890",24,"Female","United Kingdom",NA,"Yes","No","Yes","Yes","No","No","No","Don't know","Very easy","Yes","No","Yes","No","No","No","Don't know","No"
"891",33,"Male","United States","OR","Yes","No","No","Yes","Yes","No","Yes","Don't know","Somewhat easy","Yes","Don't know","Yes","No","No","No","Don't know","No"
"892",25,"Female","Canada",NA,"Yes","No","No","Yes","Yes","No","No","Yes","Somewhat easy","Yes","Yes","Yes","No","No","No","Don't know","No"
"893",30,"Male","United Kingdom",NA,"No","No","No","Yes","No","No","No","Don't know","Somewhat difficult","Yes","No","No","No","Yes","Maybe","No","No"
"894",30,"Male","United States","PA","No","Yes","Yes","Yes","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Maybe","Maybe","Maybe","Don't know","No"
"895",34,"Male","United Kingdom",NA,"No","Yes","Yes","Yes","No","No","No","Yes","Somewhat difficult","Yes","No","Some of them","No","No","No","Yes","No"
"896",31,"Male","United States","SC","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","Yes","Yes","Maybe","No","Yes","Yes","No"
"897",22,"Female","United States","CA","Yes","No","No","Yes","Not sure","No","Don't know","Don't know","Don't know","Yes","Don't know","No","No","Yes","No","Don't know","No"
"898",28,"Male","United States","TN","Yes","No","No","Yes","Not sure","No","Don't know","Don't know","Somewhat easy","No","Don't know","Yes","No","No","Yes","Don't know","No"
"899",35,"Male","United States","UT","Yes","No","No","No","Yes","No","Yes","Yes","Somewhat difficult","Yes","Yes","Some of them","No","Maybe","No","No","No"
"900",28,"Male","United States","CA","Yes","No","No","No","No","No","No","Don't know","Don't know","Yes","Yes","Some of them","No","Maybe","No","Yes","No"
"901",42,"Male","New Zealand",NA,"No","No","No","No","Yes","Don't know","No","Yes","Somewhat difficult","Yes","No","Some of them","No","Yes","Yes","No","Yes"
"902",33,"Male","United States","MO","Yes","No","No","Yes","No","Don't know","Don't know","Don't know","Very easy","No","Yes","Yes","Yes","No","Yes","Yes","No"
"903",29,"Male","United States","CA","No","No","No","Yes","No","Yes","No","Don't know","Don't know","No","Yes","No","No","Yes","No","Don't know","No"
"904",43,"Male","United States",NA,"Yes","No","No","No","Not sure","No","Don't know","Don't know","Don't know","No","Yes","Some of them","No","Maybe","Maybe","No","No"
"905",29,"Male","United States","NY","No","No","No","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","Yes","Some of them","Maybe","No","Maybe","Yes","No"
"906",25,"Male","United States","TX","No","No","Yes","Yes","No","No","No","Yes","Don't know","No","Yes","Yes","Maybe","No","Maybe","Don't know","No"
"907",31,"Male","United States","MO","Yes","No","No","Yes","No","Don't know","Don't know","Don't know","Very easy","No","Don't know","Yes","No","No","No","Don't know","No"
"908",35,"Female","United States","GA","Yes","No","No","No","Not sure","Yes","Yes","Yes","Somewhat difficult","Yes","Yes","Yes","No","Maybe","Maybe","Yes","No"
"909",34,"Male","United States","TX","No","No","No","Yes","No","No","Yes","Don't know","Very easy","No","Don't know","Yes","No","No","Maybe","Yes","No"
"910",43,"Male","United States","WA","No","No","Yes","Yes","Yes","No","Yes","Yes","Very difficult","Yes","Yes","No","No","Yes","Maybe","No","Yes"
"911",38,"Male","United States","WA","Yes","No","No","Yes","Not sure","No","No","Don't know","Very difficult","Yes","No","Some of them","No","Yes","Maybe","No","No"
"912",26,"Male","United States","WA","Yes","No","No","Yes","Not sure","No","Yes","Yes","Very difficult","Yes","Don't know","Some of them","Yes","Maybe","Yes","No","Yes"
"913",38,"Male","United Kingdom",NA,"Yes","Yes","Yes","No","No","No","No","Yes","Very difficult","Yes","No","No","No","Maybe","No","No","No"
